Unit_ID,Region,Equipment_Type,Equipment_Quantity,Maintenance_Status,Fuel_Consumption_Litres,Supply_Requests,Delivery_Date,Delivery_Status,Personnel_Count,Operational_Readiness,Monthly_Cost_INR
Unit-103,Western Command,Communication Equipment,225,Decommissioned,4651.8,3,10/01/2026,Delayed,368,0.98,1112527.36
Unit-115,Central Command,Artillery Support,87,Operational,684.4,5,2026-03-15,In Transit,333,0.88,1736656.61
Unit-106,Central Command,Medical Unit,71,Decommissioned,1766.9,5,19/05/2026,Cancelled,410,0.52,1887951.16
Unit-115,Western Command,Transport Vehicle,117,Decommissioned,2020.4,25,27-01-2026,Cancelled,83,0.51,2462435.62
Unit-118,Northern Command,Artillery Support,139,Decommissioned,2035.2,8,2026-07-11,In Transit,772,0.82,981215.94
Unit-127,Central Command,transport vehicle,246,Operational,3573.6,31,22/05/2026,Delayed,29,0.6,1799078.12
Unit-112,Central Command,COMMUNICATION EQUIPMENT,133,Under Maintenance,3254.7,11,06-05-2026,In Transit,276,0.66,2245959.75
Unit-109,Eastern Command,COMMUNICATION EQUIPMENT,67,Under Maintenance,4629.1,6,10-04-2026,Cancelled,,0.43,1829858.64
Unit-115,Central Command,COMMUNICATION EQUIPMENT,199,Decommissioned,2655.5,35,25-05-2026,Delivered,580,0.69,1667378.73
Unit-109,Western Command,Transport Vehicle,65,Under Maintenance,1500.2,15,15/07/2026,In Transit,285,0.73,2093777.74
Unit-127,Southern Command,Communication Equipment,89,Operational,200.3,11,14-04-2026,Delayed,793,0.73,1476133.94
Unit-106,Southern Command,Medical  Unit,97,Decommissioned,4156.1,14,13-03-2026,Delayed,156,0.82,1020427.95
Unit-124,Eastern Command,COMMUNICATION EQUIPMENT,108,Operational,1514.2,30,07-02-2026,Delayed,647,0.51,1671860.55
Unit-109,Eastern Command,Communication Equipment,98,Decommissioned,1302.3,6,21-06-2026,Cancelled,318,0.44,1493823.27
Unit-112,Eastern Command,Communication Equipment,22,Operational,2456.9,20,13/01/2026,Cancelled,513,0.88,559600.33
Unit-109,Eastern Command,COMMUNICATION EQUIPMENT,118,Under Maintenance,1653.0,1,28/01/2026,Delivered,87,0.88,2288457.76
Unit-127,Western Command,Medical  Unit,198,Decommissioned,,5,14-06-2026,Delayed,175,0.78,1096149.51
Unit-124,Central Command,Transport Vehicle,59,Under Maintenance,2267.9,10,2026-01-24,Delivered,777,0.53,1804423.24
Unit-109,Eastern Command,Engineering Equipment,72,Operational,161.3,15,15/05/2026,Delayed,337,0.58,1408511.24
Unit-115,Western Command,Transport Vehicle,86,Decommissioned,465.3,17,09/05/2026,Delayed,274,0.7,62128.8
Unit-124,Northern Command,Artillery Support,49,Awaiting Parts,258.9,6,10-05-2026,Delivered,798,0.94,205253.65
Unit-124,Southern Command,Engineering Equipment,147,Under Maintenance,2662.0,22,2026-02-26,Delivered,779,0.65,788106.14
Unit-127,Central Command,Medical Unit,180,Under Maintenance,1495.7,6,21/07/2026,Cancelled,498,0.66,1699703.0
Unit-100,Eastern Command,Artillery Support,31,Operational,988.4,37,2026-02-19,In Transit,544,0.92,1150328.95
Unit-124,Eastern Command,Communication Equipment,180,Operational,3140.0,30,24/02/2026,In Transit,29,0.67,883074.77
Unit-124,Northern Command,transport vehicle,31,Under Maintenance,3539.5,9,17-01-2026,Delayed,117,0.88,2392027.89
Unit-118,Southern Command,COMMUNICATION EQUIPMENT,58,Operational,4030.6,34,26/03/2026,In Transit,93,0.79,1460228.21
Unit-100,Southern Command,Communication Equipment,83,Under Maintenance,897.1,19,18/05/2026,Delayed,547,0.56,2284797.0
Unit-109,Eastern Command,Transport Vehicle,7,,4219.3,27,08-08-2026,Cancelled,402,0.9,1485381.08
Unit-112,Southern Command,Medical Unit,183,Operational,4923.3,1,03-06-2026,In Transit,38,0.44,695504.3
Unit-109,Western Command,Medical Unit,39,Awaiting Parts,3862.4,13,2026-02-20,In Transit,745,0.99,2493369.81
Unit-121,Northern Command,Artillery Support,231,Awaiting Parts,2526.9,0,19/02/2026,Delayed,83,0.59,1308923.1
Unit-115,Eastern Command,transport vehicle,42,Decommissioned,4138.1,34,2026-03-30,Delayed,548,0.88,201033.74
Unit-124,Western Command,Medical Unit,135,Operational,4370.4,11,2026-06-05,Delayed,196,0.48,1566798.04
Unit-124,Eastern Command,transport vehicle,87,Decommissioned,4356.4,13,22-01-2026,Delayed,684,0.69,745884.14
Unit-127,Southern Command,COMMUNICATION EQUIPMENT,213,Under Maintenance,616.7,18,04-01-2026,Cancelled,231,0.43,2244739.42
Unit-103,Southern Command,transport vehicle,165,Decommissioned,89631.2,2,2026-05-30,Delayed,662,0.81,142791.32
Unit-118,Western Command,Engineering Equipment,82,Under Maintenance,712.3,10,25-04-2026,Delayed,149,0.58,382023.93
Unit-127,Central Command,COMMUNICATION EQUIPMENT,85,Awaiting Parts,1958.3,31,07-07-2026,Delivered,531,0.74,557134.87
Unit-124,Central Command,COMMUNICATION EQUIPMENT,248,,4054.0,0,2026-08-03,In Transit,331,0.74,1969755.45
Unit-106,Central Command,COMMUNICATION EQUIPMENT,196,Operational,993.7,23,22-06-2026,,674,0.89,1409540.51
Unit-121,Central Command,Artillery Support,179,Awaiting Parts,4617.8,12,04-08-2026,Delayed,446,0.47,1133189.32
Unit-106,Western Command,Engineering Equipment,65,Awaiting Parts,1934.3,19,2026-02-04,In Transit,706,0.89,895931.58
Unit-127,Eastern Command,transport vehicle,112,Under Maintenance,2152.8,9,20/06/2026,Cancelled,301,0.52,738591.78
Unit-121,Central Command,Medical  Unit,127,Under Maintenance,74.7,19,2026-02-22,Cancelled,671,0.97,691565.14
Unit-109,Southern Command,Medical  Unit,248,Under Maintenance,1963.1,40,17/06/2026,Delayed,82,0.6,1568633.67
Unit-121,Southern Command,Engineering Equipment,238,Under Maintenance,2954.6,9,19/03/2026,In Transit,278,0.84,1400612.61
Unit-106,Eastern Command,Medical Unit,210,Decommissioned,53542.6,16,2026-04-14,Cancelled,737,0.6,733702.64
Unit-118,Eastern Command,Engineering Equipment,91,Under Maintenance,2481.2,18,2026-04-29,In Transit,400,0.72,1276225.37
Unit-124,Central Command,Communication Equipment,177,Decommissioned,3882.4,14,2026-06-03,In Transit,173,0.46,1969722.39
Unit-127,Northern Command,transport vehicle,50,Decommissioned,3138.8,1,2026-01-14,Cancelled,616,0.86,157612.85
Unit-127,Central Command,Transport Vehicle,102,Operational,3895.7,21,2026-04-13,In Transit,752,0.66,2453991.24
Unit-115,Eastern Command,Medical  Unit,44,Operational,64.2,17,21-01-2026,Cancelled,146,0.74,1909072.16
Unit-100,Northern Command,Artillery Support,186,Operational,1143.8,18,24/02/2026,Cancelled,649,0.52,500664.23
Unit-127,Southern Command,Medical Unit,4,Under Maintenance,2516.2,18,2026-07-25,Delayed,169,0.87,1802519.62
Unit-115,Southern Command,Engineering Equipment,43,Awaiting Parts,1408.3,17,2026-03-08,Delivered,603,0.66,833999.91
Unit-118,Eastern Command,Medical  Unit,54,Decommissioned,3931.2,35,2026-06-03,Cancelled,57,0.68,2227549.35
Unit-106,Western Command,Medical Unit,148,Decommissioned,2898.3,11,03-01-2026,In Transit,725,0.79,2393506.83
Unit-127,Western Command,COMMUNICATION EQUIPMENT,7,Operational,3364.5,12,29/05/2026,Cancelled,366,0.61,722393.55
Unit-112,Northern Command,Engineering Equipment,83,Operational,3716.7,29,26/07/2026,Delayed,473,0.46,905058.91
Unit-100,Western Command,Medical Unit,47,Under Maintenance,,40,08/07/2026,Delivered,476,0.72,1717730.96
Unit-121,Southern Command,Artillery Support,160,Operational,4133.0,30,25-05-2026,Delayed,33,0.52,1477111.67
Unit-115,Eastern Command,COMMUNICATION EQUIPMENT,89,,3303.9,38,28-05-2026,Delayed,778,0.77,2042962.52
Unit-115,Central Command,Medical Unit,126,Operational,3358.8,9,04-06-2026,Delayed,207,0.41,1640691.99
Unit-103,Northern Command,transport vehicle,207,Awaiting Parts,1004.5,19,2026-01-23,In Transit,149,0.89,1027483.24
Unit-109,Northern Command,Engineering Equipment,181,Under Maintenance,125.3,17,2026-01-18,Delayed,540,0.43,1984321.06
Unit-121,Western Command,Artillery Support,35,Decommissioned,2331.6,15,11/07/2026,Delivered,320,0.58,1438866.31
Unit-115,Western Command,COMMUNICATION EQUIPMENT,197,Awaiting Parts,2308.3,20,13/04/2026,Cancelled,141,0.43,2098633.1
Unit-112,Western Command,Transport Vehicle,161,Operational,3235.6,2,18/05/2026,Delayed,530,0.8,391281.77
Unit-121,Southern Command,Medical Unit,107,Under Maintenance,1460.4,22,23/04/2026,Delayed,798,0.66,1882003.43
Unit-100,Northern Command,Transport Vehicle,47,Decommissioned,176.8,30,25/03/2026,Delivered,572,0.68,1254348.37
Unit-109,Northern Command,Engineering Equipment,44,Decommissioned,56.4,12,2026-03-15,Delivered,376,0.69,1254136.03
Unit-124,Eastern Command,Medical  Unit,169,Decommissioned,3563.9,9,04-04-2026,Delayed,487,0.95,1412512.03
Unit-115,Northern Command,Engineering Equipment,204,Decommissioned,309.5,7,2026-02-11,Cancelled,580,0.81,1880295.71
Unit-121,Eastern Command,Medical Unit,157,Operational,2493.8,13,16-07-2026,Delayed,776,0.55,1007826.77
Unit-124,Central Command,Communication Equipment,169,Operational,3741.4,30,2026-03-06,In Transit,260,0.84,552782.94
Unit-127,Northern Command,Communication Equipment,225,Decommissioned,2122.4,38,18-03-2026,Delayed,363,0.73,253593.32
Unit-106,Northern Command,COMMUNICATION EQUIPMENT,188,Under Maintenance,,28,20/06/2026,Cancelled,651,0.48,1755014.78
Unit-106,Southern Command,transport vehicle,66,Awaiting Parts,3563.5,29,25-05-2026,Cancelled,334,0.83,609660.21
Unit-127,Northern Command,Engineering Equipment,53,Decommissioned,1620.4,4,05/03/2026,In Transit,685,0.49,608096.62
Unit-115,Western Command,COMMUNICATION EQUIPMENT,28,Operational,4024.3,13,09/04/2026,In Transit,213,0.71,62628.93
Unit-115,Southern Command,Artillery Support,146,Decommissioned,73195.7,26,27-03-2026,Delayed,343,0.94,517614.08
Unit-109,Western Command,Engineering Equipment,195,Decommissioned,4664.7,1,27/02/2026,,244,0.86,2140185.68
Unit-100,Central Command,Artillery Support,20,Under Maintenance,1692.3,19,09/06/2026,Delayed,32,0.69,1240205.22
Unit-127,Northern Command,transport vehicle,67,Decommissioned,1682.2,16,26-07-2026,Delayed,206,0.53,1326012.9
Unit-103,Eastern Command,COMMUNICATION EQUIPMENT,134,Operational,766.9,6,03/07/2026,Delivered,52,0.57,1931417.16
Unit-112,Western Command,Medical Unit,61,Decommissioned,59743.5,4,16/02/2026,Delayed,242,0.69,2093146.74
Unit-124,Eastern Command,Engineering Equipment,165,Under Maintenance,472.8,32,2026-01-04,In Transit,261,0.91,546802.15
Unit-100,Eastern Command,Medical Unit,234,Under Maintenance,3240.1,39,12/05/2026,Cancelled,156,0.68,395198.62
Unit-118,Eastern Command,Communication Equipment,146,Under Maintenance,357.2,18,04-01-2026,Delayed,383,0.62,1820471.47
Unit-115,Northern Command,Medical  Unit,125,Under Maintenance,217.8,26,2026-06-10,In Transit,116,0.92,947087.91
Unit-127,Western Command,Medical Unit,105,Under Maintenance,2570.5,2,2026-01-15,Delivered,597,0.46,904157.49
Unit-106,Central Command,transport vehicle,143,Decommissioned,231.3,5,03/03/2026,Delivered,752,0.74,472520.25
Unit-124,Southern Command,Engineering Equipment,89,Decommissioned,845.7,5,01/07/2026,In Transit,633,0.66,524716.38
Unit-109,Northern Command,transport vehicle,26,,1113.8,11,28-07-2026,In Transit,106,0.89,1181385.08
Unit-106,Western Command,Engineering Equipment,95,Operational,1677.3,37,01-04-2026,Cancelled,632,0.85,2367319.92
Unit-121,Western Command,Engineering Equipment,228,Under Maintenance,1751.6,20,12/07/2026,Delivered,651,0.72,1303705.26
Unit-121,Western Command,Transport Vehicle,172,Under Maintenance,69877.7,25,2026-05-19,In Transit,587,0.6,999350.25
Unit-106,Western Command,Transport Vehicle,154,Decommissioned,4512.9,5,2026-04-26,Delivered,312,0.66,394187.51
Unit-115,Southern Command,Communication Equipment,65,Decommissioned,3702.7,23,09-03-2026,In Transit,611,0.49,860530.69
Unit-112,Southern Command,transport vehicle,188,Under Maintenance,3659.9,22,01-07-2026,Cancelled,388,0.45,932926.27
Unit-115,Northern Command,Engineering Equipment,73,Operational,2588.7,17,2026-02-05,In Transit,139,0.78,888588.18
Unit-127,Western Command,COMMUNICATION EQUIPMENT,14,Operational,961.3,28,02-07-2026,Delivered,101,0.96,856644.76
Unit-103,Western Command,Artillery Support,117,Operational,4374.2,26,10-06-2026,Delivered,51,0.64,542742.44
Unit-112,Southern Command,COMMUNICATION EQUIPMENT,184,,3683.3,8,2026-07-11,Cancelled,129,0.92,1306959.45
Unit-115,Western Command,COMMUNICATION EQUIPMENT,163,Decommissioned,4480.9,7,14-05-2026,In Transit,518,0.98,988580.48
Unit-112,Central Command,Communication Equipment,174,Operational,144.5,27,21-03-2026,Delayed,165,0.66,940658.5
Unit-124,Southern Command,Communication Equipment,192,Operational,3950.5,38,11-04-2026,Delivered,54,0.42,1469134.28
Unit-109,Central Command,Medical  Unit,15,Under Maintenance,3569.7,30,2026-08-09,Cancelled,617,0.48,1047026.74
Unit-124,Southern Command,COMMUNICATION EQUIPMENT,150,Decommissioned,1408.8,26,30-07-2026,Delayed,696,0.43,578484.82
Unit-121,Eastern Command,transport vehicle,211,Under Maintenance,2413.8,40,2026-04-04,In Transit,246,0.84,491587.19
Unit-118,Northern Command,Transport Vehicle,67,Decommissioned,3178.6,12,2026-05-01,In Transit,464,0.83,1834387.05
Unit-115,Southern Command,Artillery Support,83,Awaiting Parts,4627.9,10,2026-04-23,Cancelled,556,0.84,1390383.19
Unit-106,Northern Command,Medical Unit,24,Decommissioned,4330.4,40,09/02/2026,In Transit,754,0.47,2029042.38
Unit-100,Eastern Command,Communication Equipment,165,Awaiting Parts,3157.3,16,2026-06-17,Delivered,161,0.85,111967.96
Unit-103,Western Command,Artillery Support,51,Decommissioned,3097.8,11,08-06-2026,Cancelled,652,0.81,2034493.68
Unit-124,Eastern Command,Artillery Support,98,Awaiting Parts,78431.0,8,03/04/2026,Cancelled,545,0.72,556832.32
Unit-115,Northern Command,Artillery Support,83,Awaiting Parts,4345.3,1,16-06-2026,Cancelled,644,0.81,877548.3
Unit-109,Central Command,Communication Equipment,71,Decommissioned,788.3,8,2026-05-14,In Transit,791,0.43,624059.99
Unit-109,Western Command,Artillery Support,127,Awaiting Parts,69230.0,21,06-07-2026,Cancelled,67,0.78,474924.86
Unit-106,Central Command,transport vehicle,51,Decommissioned,1706.1,26,09-06-2026,Delivered,582,0.53,1490661.83
Unit-121,Northern Command,Communication Equipment,146,Awaiting Parts,3067.0,9,26-03-2026,Cancelled,39,0.72,297190.81
Unit-127,Eastern Command,Communication Equipment,210,Decommissioned,,2,31-01-2026,Delayed,149,0.95,1897658.58
Unit-121,Western Command,Communication Equipment,107,Decommissioned,4037.7,3,10-07-2026,Delayed,688,0.68,2066149.18
Unit-100,Central Command,Engineering Equipment,94,,1453.2,35,2026-02-22,Delayed,764,0.92,1279400.99
Unit-127,Western Command,Engineering Equipment,92,Decommissioned,3272.9,14,22-05-2026,In Transit,202,0.79,2322412.36
Unit-115,Northern Command,Transport Vehicle,225,Operational,2809.2,28,21/03/2026,Delayed,,0.76,1174248.15
Unit-115,Northern Command,Medical  Unit,97,Awaiting Parts,256.7,18,15-04-2026,In Transit,380,0.54,2131759.25
Unit-106,Central Command,Medical  Unit,207,Under Maintenance,,38,02/05/2026,In Transit,179,0.73,370910.44
Unit-106,Southern Command,Medical Unit,112,Awaiting Parts,55170.5,33,08/02/2026,In Transit,124,0.44,1595659.2
Unit-106,Northern Command,Medical  Unit,168,Operational,101.4,25,16-04-2026,Delayed,537,0.68,2053821.68
Unit-127,Northern Command,transport vehicle,44,Awaiting Parts,3739.9,21,25/07/2026,Delivered,281,0.47,963885.41
Unit-127,Western Command,Transport Vehicle,227,Awaiting Parts,743.6,10,08/02/2026,Delivered,800,0.92,1863019.57
Unit-106,Eastern Command,Artillery Support,63,Under Maintenance,4230.1,29,2026-07-19,Delivered,210,0.95,1770977.7
Unit-103,Northern Command,COMMUNICATION EQUIPMENT,201,Under Maintenance,2416.3,11,22/04/2026,In Transit,108,0.88,2430560.36
Unit-112,Western Command,Engineering Equipment,104,Operational,3383.1,14,06-03-2026,Cancelled,122,0.65,1349108.76
Unit-100,Eastern Command,transport vehicle,164,Decommissioned,625.4,16,10/04/2026,In Transit,37,0.62,999883.09
Unit-112,Eastern Command,Medical Unit,38,Decommissioned,3066.3,19,02/03/2026,Delayed,162,0.41,1405927.58
Unit-109,Northern Command,COMMUNICATION EQUIPMENT,145,Under Maintenance,3187.8,2,2026-03-04,Delayed,20,0.42,169268.03
Unit-121,Northern Command,Transport Vehicle,1,Under Maintenance,1201.3,2,15/06/2026,In Transit,151,0.78,1344220.2
Unit-112,Eastern Command,Transport Vehicle,106,Awaiting Parts,3692.0,31,2026-04-22,In Transit,113,0.78,1176270.51
Unit-127,Northern Command,Medical  Unit,5,Awaiting Parts,3621.4,25,07-05-2026,Delayed,626,0.47,140415.66
Unit-100,Northern Command,Engineering Equipment,235,Awaiting Parts,3159.8,2,2026-06-09,In Transit,144,0.71,1112543.62
Unit-121,Northern Command,Engineering Equipment,56,Under Maintenance,2434.8,36,20/06/2026,In Transit,685,0.4,2452215.55
Unit-103,Central Command,transport vehicle,100,Decommissioned,1653.0,36,03-03-2026,Delayed,428,0.61,1743574.95
Unit-118,Southern Command,COMMUNICATION EQUIPMENT,249,,3454.3,14,2026-03-29,Delayed,434,0.99,2455610.73
Unit-127,Western Command,Transport Vehicle,22,Under Maintenance,3765.5,14,14-02-2026,In Transit,420,0.99,197746.82
Unit-121,Western Command,Artillery Support,2,Decommissioned,708.9,22,28-06-2026,Delayed,744,0.49,1430007.88
Unit-121,Northern Command,Artillery Support,100,Awaiting Parts,2277.2,16,19/07/2026,Delivered,161,0.55,2435536.07
Unit-103,Central Command,Transport Vehicle,53,Operational,3623.9,39,2026-05-16,Cancelled,424,0.54,896289.03
Unit-109,Central Command,Transport Vehicle,111,Under Maintenance,3429.7,11,25-05-2026,Delayed,344,0.71,1942102.89
Unit-106,Eastern Command,Medical Unit,170,Operational,1691.6,30,2026-03-19,In Transit,116,0.46,634863.18
Unit-100,Southern Command,Transport Vehicle,71,Decommissioned,1902.4,13,2026-04-20,Cancelled,440,0.84,1759931.47
Unit-115,Central Command,Engineering Equipment,197,Decommissioned,,21,2026-03-31,Delivered,94,0.94,2046125.85
Unit-118,Northern Command,Transport Vehicle,106,Operational,2514.5,36,08-02-2026,In Transit,656,0.76,979927.7
Unit-103,Western Command,Medical Unit,121,Awaiting Parts,413.1,22,23-03-2026,Cancelled,785,0.69,683366.12
Unit-115,Southern Command,Communication Equipment,40,Decommissioned,3784.6,10,25-07-2026,Cancelled,341,0.69,1237131.3
Unit-115,Western Command,Medical  Unit,182,Operational,4486.0,13,2026-02-06,Delivered,615,0.73,2343641.85
Unit-115,Western Command,Engineering Equipment,80,Decommissioned,1026.9,20,23-04-2026,Delivered,717,0.56,1015229.04
Unit-121,Southern Command,Artillery Support,31,Under Maintenance,3430.6,2,2026-04-07,Cancelled,297,0.6,419715.21
Unit-112,Central Command,Medical Unit,200,,1806.0,14,10/03/2026,Cancelled,723,0.55,1093955.95
Unit-115,Southern Command,Medical Unit,2,Awaiting Parts,2010.3,23,30-01-2026,Cancelled,363,0.64,210344.97
Unit-106,Eastern Command,Artillery Support,63,Under Maintenance,4230.1,29,2026-07-19,Delivered,210,0.95,1770977.7
Unit-124,Northern Command,Medical Unit,5,Decommissioned,2220.8,38,19-06-2026,In Transit,49,0.65,1435711.24
Unit-112,Southern Command,Medical Unit,231,Operational,1311.9,25,15/04/2026,Delayed,475,0.99,2201259.67
Unit-115,Southern Command,Communication Equipment,168,Operational,227.2,28,2026-05-14,Delayed,65,0.61,1712595.82
Unit-103,Southern Command,COMMUNICATION EQUIPMENT,216,Awaiting Parts,2029.9,31,26-07-2026,In Transit,210,0.83,401377.25
Unit-112,Western Command,Artillery Support,120,Under Maintenance,1361.9,18,28/01/2026,Cancelled,644,0.51,597144.14
Unit-127,Northern Command,Transport Vehicle,43,Awaiting Parts,4335.4,5,30/07/2026,Cancelled,217,0.55,2455207.64
Unit-118,Central Command,Communication Equipment,122,Awaiting Parts,4707.8,10,22-05-2026,Delayed,130,0.76,975029.37
Unit-106,Central Command,Communication Equipment,55,Operational,3351.7,29,2026-06-10,Delivered,699,0.51,140595.23
Unit-118,Central Command,Engineering Equipment,154,Under Maintenance,3478.8,2,2026-04-28,Delayed,295,0.67,694945.51
Unit-112,Western Command,Transport Vehicle,3,Awaiting Parts,,17,22/03/2026,Delayed,506,0.72,1390155.48
Unit-121,Western Command,Engineering Equipment,64,Under Maintenance,2837.5,23,2026-01-10,In Transit,608,0.76,61366.74
Unit-112,Southern Command,Artillery Support,78,Decommissioned,2808.7,25,2026-01-31,Delayed,96,0.52,2269601.78
Unit-109,Western Command,Medical  Unit,91,Under Maintenance,4535.3,39,23-01-2026,Delivered,685,0.65,299953.57
Unit-115,Central Command,transport vehicle,36,Awaiting Parts,3386.3,7,2026-03-28,Cancelled,43,0.97,934092.39
Unit-106,Eastern Command,Medical Unit,65,Under Maintenance,4839.3,14,2026-07-11,Cancelled,518,0.5,1686190.77
Unit-103,Western Command,Engineering Equipment,244,Awaiting Parts,706.4,40,11-05-2026,Delivered,740,0.62,1269825.49
Unit-115,Northern Command,Communication Equipment,206,Under Maintenance,1996.8,19,14/01/2026,Delivered,120,0.92,1312869.37
Unit-121,Western Command,Engineering Equipment,158,Under Maintenance,1629.4,2,2026-02-20,Cancelled,185,0.78,731585.52
Unit-124,Eastern Command,transport vehicle,134,Awaiting Parts,702.7,0,23-05-2026,Delivered,691,0.89,2443296.73
Unit-121,Eastern Command,Artillery Support,63,Operational,3968.8,2,13-03-2026,Cancelled,490,0.41,1365369.74
Unit-124,Western Command,Artillery Support,106,Under Maintenance,,36,2026-06-04,In Transit,603,1.0,29133698.73
Unit-100,Central Command,Communication Equipment,119,Awaiting Parts,4920.0,32,2026-01-27,In Transit,,1.0,1360437.58
Unit-106,Southern Command,Transport Vehicle,20,Under Maintenance,1088.0,8,07-02-2026,Delayed,244,0.43,696396.13
Unit-115,Northern Command,Artillery Support,173,Under Maintenance,4039.7,3,14-07-2026,Cancelled,243,0.51,1136715.37
Unit-112,Central Command,Engineering Equipment,239,Decommissioned,4997.5,19,13-06-2026,Delivered,325,0.86,82455.98
Unit-109,Northern Command,COMMUNICATION EQUIPMENT,18,Awaiting Parts,2743.5,6,22-03-2026,Cancelled,236,1.0,1848299.04
Unit-115,Southern Command,Transport Vehicle,75,Operational,4772.6,31,25/04/2026,Delivered,563,0.88,379210.5
Unit-106,Southern Command,Engineering Equipment,17,Awaiting Parts,422.2,20,01/04/2026,Delayed,318,0.43,1470306.72
Unit-115,Western Command,COMMUNICATION EQUIPMENT,167,Operational,408.6,34,25-01-2026,Delivered,539,0.53,260570.72
Unit-103,Northern Command,Medical  Unit,249,Under Maintenance,2650.8,0,2026-02-15,Delayed,668,0.84,1276785.54
Unit-121,Northern Command,Transport Vehicle,7,Under Maintenance,2543.7,40,2026-01-21,Delayed,638,0.71,385526.16
Unit-121,Northern Command,Medical Unit,115,Under Maintenance,85357.6,12,19/03/2026,Cancelled,629,0.97,2135422.58
Unit-118,Western Command,Artillery Support,14,Under Maintenance,694.3,34,16-05-2026,Delayed,749,0.42,1364674.12
Unit-103,Central Command,Communication Equipment,124,Decommissioned,2111.2,14,2026-02-23,In Transit,575,0.62,2398724.13
Unit-121,Central Command,Medical Unit,112,Decommissioned,4134.6,32,18/03/2026,Delivered,89,0.98,1979324.4
Unit-127,Eastern Command,Engineering Equipment,44,Operational,275.6,29,12-07-2026,Delivered,785,0.83,2451530.96
Unit-103,Central Command,Communication Equipment,163,Awaiting Parts,66745.9,9,2026-02-15,Cancelled,166,0.82,2345267.05
Unit-100,Northern Command,Communication Equipment,238,Under Maintenance,1344.0,38,13/06/2026,Cancelled,555,0.54,1138320.23
Unit-109,Western Command,Artillery Support,101,Operational,1671.7,9,14-06-2026,Delayed,690,0.73,279296.36
Unit-124,Eastern Command,Communication Equipment,180,Operational,3140.0,30,24/02/2026,In Transit,29,0.67,883074.77
Unit-118,Western Command,Engineering Equipment,138,,4746.4,0,07-01-2026,Delayed,518,0.7,2188994.03
Unit-112,Northern Command,transport vehicle,89,Awaiting Parts,3274.6,29,28/04/2026,Delivered,367,0.58,1787048.16
Unit-121,Central Command,transport vehicle,196,Under Maintenance,1873.9,22,2026-03-11,In Transit,321,0.63,1423472.35
Unit-121,Southern Command,Engineering Equipment,198,Awaiting Parts,4832.8,34,05-08-2026,Delivered,278,0.93,1692508.83
Unit-127,Eastern Command,COMMUNICATION EQUIPMENT,131,Under Maintenance,4304.1,35,2026-05-13,Cancelled,199,0.81,433729.3
Unit-115,Western Command,Medical  Unit,212,Under Maintenance,4344.3,4,25-03-2026,Delayed,317,0.69,1368692.46
Unit-103,Western Command,Medical Unit,227,Decommissioned,1475.0,10,25/06/2026,Delayed,87,0.9,1545589.37
Unit-118,Northern Command,transport vehicle,189,Under Maintenance,772.1,18,11/02/2026,Delayed,88,0.47,1251748.64
