Unit_ID,Region,Equipment_Type,Equipment_Quantity,Maintenance_Status,Fuel_Consumption_Litres,Supply_Requests,Delivery_Date,Delivery_Status,Personnel_Count,Operational_Readiness,Monthly_Cost_INR,Fuel_Consumption_Litres_was_missing,Personnel_Count_was_missing,Maintenance_Status_was_missing,Delivery_Status_was_missing,Fuel_Consumption_Litres_outlier,Monthly_Cost_INR_outlier,Delivery_Month,Cost_Per_Personnel,Readiness_Band
Unit-124,Western Command,Medical Unit,224,Operational,3405.4,5,2026-05-19,Cancelled,49.0,0.79,1440818.4,False,False,False,False,False,False,2026-05,29404.46,Moderate
Unit-100,Northern Command,Transport Vehicle,192,Operational,2288.6,31,2026-07-19,Delayed,234.0,0.61,817834.21,False,False,False,False,False,False,2026-07,3495.02,Moderate
Unit-100,Central Command,Artillery Support,14,Operational,1452.2,27,2026-06-12,Delayed,653.0,0.76,240622.99,False,False,False,False,False,False,2026-06,368.49,Moderate
Unit-100,Central Command,Engineering Equipment,69,Decommissioned,3892.0,30,2026-04-30,Delivered,699.0,0.63,608184.5,False,False,False,False,False,False,2026-04,870.08,Moderate
Unit-112,Central Command,Transport Vehicle,100,Under Maintenance,2320.2,40,2026-05-24,In Transit,308.0,0.49,1958542.76,False,False,False,False,False,False,2026-05,6358.91,Low
Unit-103,Northern Command,Transport Vehicle,51,Under Maintenance,1068.8,16,2026-03-06,In Transit,521.0,0.51,50445.09,False,False,False,False,False,False,2026-03,96.82,Low
Unit-115,Western Command,Communication Equipment,229,Operational,176.6,16,2026-05-25,In Transit,569.0,0.86,1369324.03,False,False,False,False,False,False,2026-05,2406.54,High
Unit-118,Southern Command,Transport Vehicle,115,Decommissioned,934.9,0,2026-06-08,Cancelled,260.0,0.67,1565509.38,False,False,False,False,False,False,2026-06,6021.19,Moderate
Unit-121,Western Command,Medical Unit,101,Under Maintenance,4371.5,39,2026-05-13,In Transit,357.0,0.72,812579.59,False,False,False,False,False,False,2026-05,2276.13,Moderate
Unit-106,Southern Command,Transport Vehicle,44,Decommissioned,2222.1,16,2026-05-29,Delayed,362.0,0.68,2218557.53,False,False,False,False,False,False,2026-05,6128.61,Moderate
Unit-106,Western Command,Engineering Equipment,199,Under Maintenance,393.2,18,2026-05-12,Delayed,783.0,0.78,2116907.05,False,False,False,False,False,False,2026-05,2703.58,Moderate
Unit-118,Eastern Command,Engineering Equipment,227,Decommissioned,4867.1,3,2026-05-13,Cancelled,350.0,0.48,1145645.94,False,False,False,False,False,False,2026-05,3273.27,Low
Unit-127,Eastern Command,Transport Vehicle,70,Awaiting Parts,4790.6,39,2026-01-12,In Transit,302.0,0.58,1817851.57,False,False,False,False,False,False,2026-01,6019.38,Low
Unit-118,Central Command,Artillery Support,83,Decommissioned,1788.8,27,2026-05-11,Cancelled,538.0,0.8,2274391.85,False,False,False,False,False,False,2026-05,4227.49,High
Unit-121,Eastern Command,Communication Equipment,132,Decommissioned,1634.2,25,2026-06-30,Delivered,450.0,0.82,1400487.07,False,False,False,False,False,False,2026-06,3112.19,High
Unit-121,Western Command,Transport Vehicle,207,Under Maintenance,2980.5,26,2026-04-23,Cancelled,572.0,0.8,1381435.87,False,False,False,False,False,False,2026-04,2415.1,High
Unit-112,Central Command,Transport Vehicle,166,Awaiting Parts,710.6,22,2026-04-18,Cancelled,764.0,0.84,1463054.71,False,False,False,False,False,False,2026-04,1914.99,High
Unit-106,Central Command,Transport Vehicle,249,Under Maintenance,1302.6,21,2026-07-12,Cancelled,448.0,0.97,1576934.87,False,False,False,False,False,False,2026-07,3519.94,High
Unit-121,Northern Command,Communication Equipment,38,Awaiting Parts,3787.0,12,2026-06-23,In Transit,623.0,0.75,1906849.61,False,False,False,False,False,False,2026-06,3060.75,Moderate
Unit-103,Eastern Command,Transport Vehicle,87,Decommissioned,2230.3,1,2026-04-09,In Transit,544.0,0.98,326482.4,False,False,False,False,False,False,2026-04,600.15,High
Unit-103,Central Command,Artillery Support,184,Awaiting Parts,2198.8,14,2026-05-14,Cancelled,424.5,0.72,492276.65,False,True,False,False,False,False,2026-05,1159.66,Moderate
Unit-103,Southern Command,Communication Equipment,58,Operational,1263.9,33,2026-04-14,In Transit,259.0,0.97,726212.96,False,False,False,False,False,False,2026-04,2803.91,High
Unit-121,Eastern Command,Transport Vehicle,33,Unknown,508.4,15,2026-04-09,Cancelled,462.0,0.97,2129275.01,False,False,True,False,False,False,2026-04,4608.82,High
Unit-127,Western Command,Medical Unit,191,Unknown,2855.1,23,2026-05-07,Delayed,80.0,0.79,310912.81,False,False,True,False,False,False,2026-05,3886.41,Moderate
Unit-109,Northern Command,Engineering Equipment,15,Under Maintenance,1567.4,34,2026-03-12,In Transit,267.0,0.56,1123266.17,False,False,False,False,False,False,2026-03,4206.99,Low
Unit-124,Southern Command,Medical Unit,172,Awaiting Parts,2565.3,35,2026-06-09,Delivered,194.0,0.89,2217208.72,False,False,False,False,False,False,2026-06,11428.91,High
Unit-118,Southern Command,Transport Vehicle,81,Under Maintenance,4969.5,29,2026-06-15,Cancelled,292.0,0.54,2039324.6,False,False,False,False,False,False,2026-06,6983.99,Low
Unit-121,Northern Command,Communication Equipment,27,Under Maintenance,2054.3,35,2026-04-11,Delayed,699.0,0.56,2297377.46,False,False,False,False,False,False,2026-04,3286.66,Low
Unit-115,Southern Command,Engineering Equipment,156,Operational,634.4,26,2026-02-12,Delayed,520.0,0.65,2406946.75,False,False,False,False,False,False,2026-02,4628.74,Moderate
Unit-106,Northern Command,Engineering Equipment,151,Operational,2494.8,26,2026-05-27,Delayed,357.0,0.66,1082251.43,False,False,False,False,False,False,2026-05,3031.52,Moderate
Unit-127,Western Command,Communication Equipment,245,Decommissioned,954.2,10,2026-04-05,Delayed,196.0,0.42,676862.37,False,False,False,False,False,False,2026-04,3453.38,Low
Unit-100,Southern Command,Communication Equipment,76,Under Maintenance,440.2,32,2026-05-15,Cancelled,705.0,0.77,1962837.1,False,False,False,False,False,False,2026-05,2784.17,Moderate
Unit-127,Western Command,Engineering Equipment,135,Operational,1777.7,27,2026-04-24,Cancelled,540.0,0.43,1760725.2,False,False,False,False,False,False,2026-04,3260.6,Low
Unit-127,Northern Command,Transport Vehicle,237,Decommissioned,3790.5,3,2026-03-13,Delivered,697.0,0.57,2342195.23,False,False,False,False,False,False,2026-03,3360.39,Low
Unit-103,Northern Command,Communication Equipment,247,Decommissioned,3770.4,29,2026-04-16,In Transit,230.0,0.72,1487863.32,False,False,False,False,False,False,2026-04,6468.97,Moderate
Unit-103,Western Command,Engineering Equipment,93,Awaiting Parts,2042.3,33,2026-08-08,Delayed,65.0,0.95,1258508.1,False,False,False,False,False,False,2026-08,19361.66,High
Unit-103,Central Command,Engineering Equipment,94,Awaiting Parts,1151.0,25,2026-04-04,Delayed,753.0,0.66,1133847.34,False,False,False,False,False,False,2026-04,1505.77,Moderate
Unit-103,Southern Command,Communication Equipment,110,Awaiting Parts,2481.2,2,2026-02-26,Delivered,483.0,0.99,635156.08,True,False,False,False,False,False,2026-02,1315.02,High
Unit-103,Western Command,Engineering Equipment,147,Awaiting Parts,1086.6,7,2026-01-25,Delayed,595.0,0.99,2080396.85,False,False,False,False,False,False,2026-01,3496.47,High
Unit-115,Northern Command,Transport Vehicle,26,Unknown,2559.7,12,2026-04-07,Delayed,739.0,0.82,429411.1,False,False,True,False,False,False,2026-04,581.07,High
Unit-100,Western Command,Engineering Equipment,172,Awaiting Parts,1538.5,5,2026-02-22,In Transit,586.0,0.96,2036198.9,False,False,False,False,False,False,2026-02,3474.74,High
Unit-121,Southern Command,Artillery Support,92,Awaiting Parts,3904.0,24,2026-03-18,Delayed,226.0,0.4,1728706.72,False,False,False,False,False,False,2026-03,7649.14,Low
Unit-100,Central Command,Engineering Equipment,216,Decommissioned,2843.6,9,2026-07-30,In Transit,113.0,0.48,1762422.54,False,False,False,False,False,False,2026-07,15596.66,Low
Unit-124,Northern Command,Medical Unit,67,Awaiting Parts,2466.3,10,2026-03-01,In Transit,424.5,0.93,1851707.36,False,True,False,False,False,False,2026-03,4362.09,High
Unit-124,Eastern Command,Transport Vehicle,41,Decommissioned,4762.7,5,2026-05-06,Delayed,458.0,0.86,1454652.63,False,False,False,False,False,False,2026-05,3176.1,High
Unit-115,Northern Command,Transport Vehicle,216,Decommissioned,7134.462499999999,4,2026-06-19,Cancelled,366.0,0.44,71554.9,False,False,False,False,True,False,2026-06,195.51,Low
Unit-115,Southern Command,Artillery Support,67,Operational,2251.9,1,2026-01-23,Delivered,240.0,0.68,1199120.89,False,False,False,False,False,False,2026-01,4996.34,Moderate
Unit-112,Northern Command,Medical Unit,153,Operational,1455.1,27,2026-01-31,Unknown,128.0,0.96,971669.54,False,False,False,True,False,False,2026-01,7591.17,High
Unit-106,Southern Command,Medical Unit,202,Under Maintenance,2481.2,7,2026-08-07,Cancelled,769.0,0.78,503767.89,True,False,False,False,False,False,2026-08,655.09,Moderate
Unit-121,Eastern Command,Transport Vehicle,156,Decommissioned,477.2,39,2026-06-26,Delayed,655.0,0.64,2123560.88,False,False,False,False,False,False,2026-06,3242.08,Moderate
Unit-106,Southern Command,Artillery Support,56,Decommissioned,909.3,23,2026-04-06,In Transit,561.0,0.72,3537507.31875,False,False,False,False,False,True,2026-04,6305.72,Moderate
Unit-115,Central Command,Transport Vehicle,152,Under Maintenance,3521.1,31,2026-02-03,Delivered,644.0,0.43,2489732.36,False,False,False,False,False,False,2026-02,3866.04,Low
Unit-127,Eastern Command,Medical Unit,249,Under Maintenance,1590.2,13,2026-05-04,In Transit,149.0,0.62,1300717.07,False,False,False,False,False,False,2026-05,8729.64,Moderate
Unit-109,Central Command,Transport Vehicle,118,Awaiting Parts,3083.4,30,2026-07-29,Delivered,268.0,0.6,512570.01,False,False,False,False,False,False,2026-07,1912.57,Moderate
Unit-127,Southern Command,Engineering Equipment,241,Decommissioned,4372.9,1,2026-03-23,In Transit,424.5,0.65,1789852.61,False,True,False,False,False,False,2026-03,4216.38,Moderate
Unit-127,Eastern Command,Transport Vehicle,65,Awaiting Parts,1940.1,3,2026-01-04,Cancelled,450.0,0.78,1703466.06,False,False,False,False,False,False,2026-01,3785.48,Moderate
Unit-106,Southern Command,Communication Equipment,48,Awaiting Parts,4111.0,22,2026-01-26,Delivered,244.0,0.62,2358243.31,False,False,False,False,False,False,2026-01,9664.93,Moderate
Unit-127,Central Command,Medical Unit,85,Awaiting Parts,1152.6,40,2026-07-28,Delayed,273.0,0.67,2052711.1,False,False,False,False,False,False,2026-07,7519.09,Moderate
Unit-106,Northern Command,Engineering Equipment,130,Operational,1710.0,6,2026-05-14,Delayed,542.0,0.64,610863.63,False,False,False,False,False,False,2026-05,1127.05,Moderate
Unit-127,Southern Command,Communication Equipment,213,Under Maintenance,616.7,18,2026-01-04,Cancelled,231.0,0.43,2244739.42,False,False,False,False,False,False,2026-01,9717.49,Low
Unit-103,Central Command,Communication Equipment,79,Operational,4323.2,6,2026-04-20,Unknown,621.0,0.9,2163258.73,False,False,False,True,False,False,2026-04,3483.51,High
Unit-109,Central Command,Medical Unit,221,Under Maintenance,1161.3,17,2026-04-30,Delivered,427.0,0.56,2308486.85,False,False,False,False,False,False,2026-04,5406.29,Low
Unit-106,Western Command,Engineering Equipment,54,Awaiting Parts,3305.7,14,2026-06-26,Cancelled,550.0,0.46,944898.44,False,False,False,False,False,False,2026-06,1718.0,Low
Unit-109,Western Command,Medical Unit,199,Decommissioned,880.4,22,2026-05-23,In Transit,141.0,0.84,1130181.5,False,False,False,False,False,False,2026-05,8015.47,High
Unit-127,Eastern Command,Engineering Equipment,154,Under Maintenance,2481.2,31,2026-05-30,Delivered,306.0,0.54,809733.67,True,False,False,False,False,False,2026-05,2646.19,Low
Unit-124,Southern Command,Communication Equipment,150,Decommissioned,1408.8,26,2026-07-30,Delayed,696.0,0.43,578484.82,False,False,False,False,False,False,2026-07,831.16,Low
Unit-100,Eastern Command,Engineering Equipment,239,Awaiting Parts,289.6,23,2026-03-24,Cancelled,314.0,0.77,125904.33,False,False,False,False,False,False,2026-03,400.97,Moderate
Unit-100,Eastern Command,Artillery Support,101,Decommissioned,1058.2,0,2026-04-22,Unknown,136.0,0.89,1045233.33,False,False,False,True,False,False,2026-04,7685.54,High
Unit-115,Southern Command,Communication Equipment,57,Under Maintenance,3384.3,29,2026-05-01,Delivered,507.0,0.47,1399811.48,False,False,False,False,False,False,2026-05,2760.97,Low
Unit-121,Central Command,Transport Vehicle,101,Decommissioned,3978.6,21,2026-07-31,Cancelled,109.0,0.54,1696238.76,False,False,False,False,False,False,2026-07,15561.82,Low
Unit-103,Eastern Command,Communication Equipment,50,Operational,1369.5,27,2026-01-23,In Transit,602.0,0.82,1312177.3,False,False,False,False,False,False,2026-01,2179.7,High
Unit-115,Eastern Command,Communication Equipment,89,Unknown,3303.9,38,2026-05-28,Delayed,778.0,0.77,2042962.52,False,False,True,False,False,False,2026-05,2625.92,Moderate
Unit-127,Eastern Command,Communication Equipment,131,Decommissioned,655.6,13,2026-04-23,Cancelled,391.0,0.41,609195.96,False,False,False,False,False,False,2026-04,1558.05,Low
Unit-109,Southern Command,Transport Vehicle,17,Decommissioned,2475.3,25,2026-04-09,Delayed,36.0,0.9,3537507.31875,False,False,False,False,False,True,2026-04,98264.09,High
Unit-124,Southern Command,Engineering Equipment,195,Under Maintenance,2382.0,29,2026-08-08,Unknown,61.0,0.46,2370860.34,False,False,False,True,False,False,2026-08,38866.56,Low
Unit-106,Northern Command,Medical Unit,103,Awaiting Parts,2191.0,39,2026-04-01,Cancelled,440.0,0.4,362787.55,False,False,False,False,False,False,2026-04,824.52,Low
Unit-103,Western Command,Transport Vehicle,199,Operational,2051.6,3,2026-04-06,Delivered,738.0,0.76,572177.57,False,False,False,False,False,False,2026-04,775.31,Moderate
Unit-127,Southern Command,Communication Equipment,146,Operational,4315.4,10,2026-04-13,Delayed,754.0,0.79,1745478.79,False,False,False,False,False,False,2026-04,2314.96,Moderate
Unit-100,Western Command,Communication Equipment,220,Awaiting Parts,1725.3,35,2026-04-29,Delayed,27.0,0.55,2269198.93,False,False,False,False,False,False,2026-04,84044.4,Low
Unit-112,Northern Command,Communication Equipment,7,Decommissioned,4871.3,26,2026-07-11,In Transit,36.0,0.95,1852556.86,False,False,False,False,False,False,2026-07,51459.91,High
Unit-100,Western Command,Communication Equipment,206,Decommissioned,3733.7,16,2026-05-07,In Transit,632.0,0.84,2426826.05,False,False,False,False,False,False,2026-05,3839.91,High
Unit-103,Northern Command,Artillery Support,172,Awaiting Parts,4271.7,5,2026-06-06,Cancelled,503.0,0.99,974733.68,False,False,False,False,False,False,2026-06,1937.84,High
Unit-109,Central Command,Communication Equipment,159,Under Maintenance,1802.6,10,2026-03-27,In Transit,279.0,0.68,2187551.64,False,False,False,False,False,False,2026-03,7840.69,Moderate
Unit-100,Southern Command,Medical Unit,80,Operational,1566.7,36,2026-05-17,Delivered,60.0,0.92,416878.36,False,False,False,False,False,False,2026-05,6947.97,High
Unit-103,Southern Command,Engineering Equipment,225,Operational,3050.4,27,2026-04-24,In Transit,103.0,0.84,1639419.38,False,False,False,False,False,False,2026-04,15916.69,High
Unit-109,Central Command,Engineering Equipment,68,Decommissioned,4295.6,22,2026-05-14,Cancelled,604.0,0.53,398119.44,False,False,False,False,False,False,2026-05,659.14,Low
Unit-121,Northern Command,Medical Unit,83,Decommissioned,342.7,33,2026-02-26,In Transit,674.0,0.54,1107291.29,False,False,False,False,False,False,2026-02,1642.87,Low
Unit-103,Central Command,Transport Vehicle,159,Under Maintenance,2507.3,34,2026-04-20,Cancelled,619.0,0.95,935876.77,False,False,False,False,False,False,2026-04,1511.92,High
Unit-118,Southern Command,Medical Unit,70,Awaiting Parts,1540.7,34,2026-08-01,Delayed,521.0,0.51,550412.5,False,False,False,False,False,False,2026-08,1056.45,Low
Unit-118,Eastern Command,Communication Equipment,247,Awaiting Parts,4185.9,13,2026-06-12,Delayed,398.0,0.86,787073.08,False,False,False,False,False,False,2026-06,1977.57,High
Unit-124,Eastern Command,Communication Equipment,120,Under Maintenance,2227.9,32,2026-02-03,Cancelled,611.0,0.57,646331.69,False,False,False,False,False,False,2026-02,1057.83,Low
Unit-121,Southern Command,Engineering Equipment,234,Decommissioned,4083.3,8,2026-05-08,Delivered,776.0,0.58,1745669.35,False,False,False,False,False,False,2026-05,2249.57,Low
Unit-112,Southern Command,Artillery Support,22,Operational,2735.7,36,2026-01-15,Cancelled,424.5,0.51,1058371.68,False,True,False,False,False,False,2026-01,2493.22,Low
Unit-109,Central Command,Artillery Support,118,Unknown,1987.4,9,2026-02-23,Delivered,424.5,0.94,2393399.11,False,True,True,False,False,False,2026-02,5638.16,High
Unit-124,Southern Command,Medical Unit,33,Decommissioned,4742.2,1,2026-06-22,Cancelled,60.0,0.55,1296675.33,False,False,False,False,False,False,2026-06,21611.26,Low
Unit-106,Central Command,Medical Unit,44,Operational,820.6,36,2026-05-16,Cancelled,364.0,0.92,1335308.43,False,False,False,False,False,False,2026-05,3668.43,High
Unit-118,Northern Command,Artillery Support,105,Operational,2481.2,18,2026-04-04,Delayed,292.0,0.8,858935.17,True,False,False,False,False,False,2026-04,2941.56,High
Unit-127,Western Command,Artillery Support,114,Under Maintenance,4388.2,21,2026-02-14,In Transit,433.0,0.91,2452858.49,False,False,False,False,False,False,2026-02,5664.8,High
Unit-112,Eastern Command,Communication Equipment,148,Under Maintenance,1603.6,1,2026-03-23,Cancelled,146.0,0.97,1165359.62,False,False,False,False,False,False,2026-03,7981.92,High
Unit-106,Central Command,Transport Vehicle,42,Awaiting Parts,2366.4,36,2026-05-08,In Transit,496.0,0.62,1076101.19,False,False,False,False,False,False,2026-05,2169.56,Moderate
Unit-115,Eastern Command,Communication Equipment,47,Decommissioned,3985.4,16,2026-02-14,In Transit,650.0,0.95,1781226.3,False,False,False,False,False,False,2026-02,2740.35,High
Unit-118,Northern Command,Artillery Support,53,Under Maintenance,604.3,2,2026-08-06,Delivered,789.0,0.78,754044.47,False,False,False,False,False,False,2026-08,955.7,Moderate
Unit-109,Eastern Command,Communication Equipment,53,Decommissioned,3528.1,14,2026-03-21,In Transit,774.0,0.63,612606.76,False,False,False,False,False,False,2026-03,791.48,Moderate
Unit-118,Northern Command,Communication Equipment,170,Under Maintenance,3214.0,5,2026-06-17,Cancelled,732.0,0.56,2471184.91,False,False,False,False,False,False,2026-06,3375.94,Low
Unit-127,Central Command,Communication Equipment,27,Awaiting Parts,1239.7,37,2026-04-18,In Transit,403.0,0.97,1019217.89,False,False,False,False,False,False,2026-04,2529.08,High
Unit-127,Western Command,Transport Vehicle,137,Awaiting Parts,1415.2,40,2026-06-30,In Transit,549.0,0.69,1775709.38,False,False,False,False,False,False,2026-06,3234.44,Moderate
Unit-118,Northern Command,Transport Vehicle,219,Under Maintenance,2910.2,25,2026-02-24,In Transit,715.0,0.87,2104086.68,False,False,False,False,False,False,2026-02,2942.78,High
Unit-100,Central Command,Artillery Support,99,Decommissioned,1236.3,21,2026-03-06,In Transit,424.5,0.96,657597.84,False,True,False,False,False,False,2026-03,1549.11,High
Unit-103,Western Command,Medical Unit,185,Under Maintenance,3055.3,29,2026-05-12,Cancelled,488.0,0.66,1241965.49,False,False,False,False,False,False,2026-05,2545.01,Moderate
Unit-115,Western Command,Medical Unit,207,Decommissioned,2221.0,23,2026-04-29,Cancelled,424.5,0.95,1927604.22,False,True,False,False,False,False,2026-04,4540.88,High
Unit-106,Eastern Command,Artillery Support,137,Awaiting Parts,3200.4,39,2026-07-27,Unknown,424.5,0.84,605511.75,False,True,False,True,False,False,2026-07,1426.41,High
Unit-106,Western Command,Communication Equipment,77,Awaiting Parts,2650.2,1,2026-05-14,Delayed,712.0,0.52,150328.43,False,False,False,False,False,False,2026-05,211.14,Low
Unit-103,Northern Command,Communication Equipment,186,Decommissioned,2749.7,3,2026-04-13,Delivered,26.0,0.43,2063805.0,False,False,False,False,False,False,2026-04,79377.12,Low
Unit-109,Western Command,Medical Unit,43,Awaiting Parts,4084.6,3,2026-01-08,Delayed,348.0,0.81,1705461.02,False,False,False,False,False,False,2026-01,4900.75,High
Unit-121,Western Command,Medical Unit,200,Decommissioned,4020.1,8,2026-05-09,In Transit,292.0,0.45,332387.93,False,False,False,False,False,False,2026-05,1138.31,Low
Unit-112,Western Command,Engineering Equipment,73,Operational,1691.1,31,2026-03-05,In Transit,719.0,0.77,2394230.01,False,False,False,False,False,False,2026-03,3329.94,Moderate
Unit-109,Western Command,Communication Equipment,45,Awaiting Parts,2801.6,20,2026-03-03,In Transit,603.0,0.52,99200.23,False,False,False,False,False,False,2026-03,164.51,Low
Unit-100,Southern Command,Transport Vehicle,229,Under Maintenance,1344.6,3,2026-01-31,In Transit,563.0,0.89,1713257.34,False,False,False,False,False,False,2026-01,3043.09,High
Unit-103,Eastern Command,Artillery Support,227,Decommissioned,2481.2,0,2026-04-13,Unknown,532.0,0.99,775722.52,True,False,False,True,False,False,2026-04,1458.13,High
Unit-103,Northern Command,Communication Equipment,83,Under Maintenance,1342.5,28,2026-06-15,Cancelled,571.0,0.9,1418702.43,False,False,False,False,False,False,2026-06,2484.59,High
Unit-100,Eastern Command,Medical Unit,60,Operational,2411.4,32,2026-08-07,Cancelled,708.0,1.0,1571989.6,False,False,False,False,False,False,2026-08,2220.32,High
Unit-121,Central Command,Medical Unit,241,Unknown,1554.2,30,2026-05-26,Delayed,787.0,0.73,2163280.21,False,False,True,False,False,False,2026-05,2748.77,Moderate
Unit-127,Southern Command,Artillery Support,97,Decommissioned,3439.9,38,2026-07-17,Cancelled,310.0,0.81,837738.41,False,False,False,False,False,False,2026-07,2702.38,High
Unit-109,Central Command,Transport Vehicle,26,Decommissioned,2728.1,30,2026-05-12,In Transit,554.0,0.61,1868169.33,False,False,False,False,False,False,2026-05,3372.15,Moderate
Unit-103,Western Command,Communication Equipment,215,Under Maintenance,247.3,31,2026-08-08,Cancelled,452.0,0.46,2188672.16,False,False,False,False,False,False,2026-08,4842.2,Low
Unit-112,Eastern Command,Medical Unit,209,Under Maintenance,3991.4,1,2026-06-20,Delivered,494.0,0.78,1529721.74,False,False,False,False,False,False,2026-06,3096.6,Moderate
Unit-118,Eastern Command,Transport Vehicle,181,Under Maintenance,7134.462499999999,34,2026-04-10,Delivered,370.0,0.72,920451.98,False,False,False,False,True,False,2026-04,2487.71,Moderate
Unit-127,Eastern Command,Artillery Support,2,Operational,421.2,7,2026-06-24,Delayed,552.0,0.63,2460139.12,False,False,False,False,False,False,2026-06,4456.77,Moderate
Unit-100,Central Command,Medical Unit,219,Awaiting Parts,2537.2,6,2026-07-13,Cancelled,749.0,0.65,1035820.95,False,False,False,False,False,False,2026-07,1382.94,Moderate
Unit-112,Southern Command,Artillery Support,121,Under Maintenance,2525.9,14,2026-01-19,Cancelled,91.0,0.64,917525.03,False,False,False,False,False,False,2026-01,10082.69,Moderate
Unit-106,Northern Command,Transport Vehicle,11,Under Maintenance,3478.5,40,2026-01-11,Delivered,774.0,0.43,2148420.05,False,False,False,False,False,False,2026-01,2775.74,Low
Unit-115,Western Command,Communication Equipment,85,Decommissioned,697.0,36,2026-04-23,Delivered,677.0,0.76,2098383.05,False,False,False,False,False,False,2026-04,3099.53,Moderate
Unit-109,Northern Command,Artillery Support,239,Operational,1373.9,32,2026-03-24,Cancelled,434.0,1.0,115875.72,False,False,False,False,False,False,2026-03,266.99,High
Unit-127,Central Command,Artillery Support,37,Decommissioned,1037.6,38,2026-06-14,Cancelled,647.0,0.5,3537507.31875,False,False,False,False,False,True,2026-06,5467.55,Low
Unit-103,Western Command,Communication Equipment,225,Decommissioned,4651.8,3,2026-01-10,Delayed,368.0,0.98,1112527.36,False,False,False,False,False,False,2026-01,3023.17,High
Unit-115,Central Command,Artillery Support,87,Operational,684.4,5,2026-03-15,In Transit,333.0,0.88,1736656.61,False,False,False,False,False,False,2026-03,5215.19,High
Unit-106,Central Command,Medical Unit,71,Decommissioned,1766.9,5,2026-05-19,Cancelled,410.0,0.52,1887951.16,False,False,False,False,False,False,2026-05,4604.76,Low
Unit-115,Western Command,Transport Vehicle,117,Decommissioned,2020.4,25,2026-01-27,Cancelled,83.0,0.51,2462435.62,False,False,False,False,False,False,2026-01,29667.9,Low
Unit-118,Northern Command,Artillery Support,139,Decommissioned,2035.2,8,2026-07-11,In Transit,772.0,0.82,981215.94,False,False,False,False,False,False,2026-07,1271.01,High
Unit-127,Central Command,Transport Vehicle,246,Operational,3573.6,31,2026-05-22,Delayed,29.0,0.6,1799078.12,False,False,False,False,False,False,2026-05,62037.18,Moderate
Unit-112,Central Command,Communication Equipment,133,Under Maintenance,3254.7,11,2026-05-06,In Transit,276.0,0.66,2245959.75,False,False,False,False,False,False,2026-05,8137.54,Moderate
Unit-109,Eastern Command,Communication Equipment,67,Under Maintenance,4629.1,6,2026-04-10,Cancelled,424.5,0.43,1829858.64,False,True,False,False,False,False,2026-04,4310.62,Low
Unit-115,Central Command,Communication Equipment,199,Decommissioned,2655.5,35,2026-05-25,Delivered,580.0,0.69,1667378.73,False,False,False,False,False,False,2026-05,2874.79,Moderate
Unit-109,Western Command,Transport Vehicle,65,Under Maintenance,1500.2,15,2026-07-15,In Transit,285.0,0.73,2093777.74,False,False,False,False,False,False,2026-07,7346.59,Moderate
Unit-127,Southern Command,Communication Equipment,89,Operational,200.3,11,2026-04-14,Delayed,793.0,0.73,1476133.94,False,False,False,False,False,False,2026-04,1861.46,Moderate
Unit-106,Southern Command,Medical Unit,97,Decommissioned,4156.1,14,2026-03-13,Delayed,156.0,0.82,1020427.95,False,False,False,False,False,False,2026-03,6541.2,High
Unit-124,Eastern Command,Communication Equipment,108,Operational,1514.2,30,2026-02-07,Delayed,647.0,0.51,1671860.55,False,False,False,False,False,False,2026-02,2584.02,Low
Unit-109,Eastern Command,Communication Equipment,98,Decommissioned,1302.3,6,2026-06-21,Cancelled,318.0,0.44,1493823.27,False,False,False,False,False,False,2026-06,4697.56,Low
Unit-112,Eastern Command,Communication Equipment,22,Operational,2456.9,20,2026-01-13,Cancelled,513.0,0.88,559600.33,False,False,False,False,False,False,2026-01,1090.84,High
Unit-109,Eastern Command,Communication Equipment,118,Under Maintenance,1653.0,1,2026-01-28,Delivered,87.0,0.88,2288457.76,False,False,False,False,False,False,2026-01,26304.11,High
Unit-127,Western Command,Medical Unit,198,Decommissioned,2481.2,5,2026-06-14,Delayed,175.0,0.78,1096149.51,True,False,False,False,False,False,2026-06,6263.71,Moderate
Unit-124,Central Command,Transport Vehicle,59,Under Maintenance,2267.9,10,2026-01-24,Delivered,777.0,0.53,1804423.24,False,False,False,False,False,False,2026-01,2322.3,Low
Unit-109,Eastern Command,Engineering Equipment,72,Operational,161.3,15,2026-05-15,Delayed,337.0,0.58,1408511.24,False,False,False,False,False,False,2026-05,4179.56,Low
Unit-115,Western Command,Transport Vehicle,86,Decommissioned,465.3,17,2026-05-09,Delayed,274.0,0.7,62128.8,False,False,False,False,False,False,2026-05,226.75,Moderate
Unit-124,Northern Command,Artillery Support,49,Awaiting Parts,258.9,6,2026-05-10,Delivered,798.0,0.94,205253.65,False,False,False,False,False,False,2026-05,257.21,High
Unit-124,Southern Command,Engineering Equipment,147,Under Maintenance,2662.0,22,2026-02-26,Delivered,779.0,0.65,788106.14,False,False,False,False,False,False,2026-02,1011.69,Moderate
Unit-127,Central Command,Medical Unit,180,Under Maintenance,1495.7,6,2026-07-21,Cancelled,498.0,0.66,1699703.0,False,False,False,False,False,False,2026-07,3413.06,Moderate
Unit-100,Eastern Command,Artillery Support,31,Operational,988.4,37,2026-02-19,In Transit,544.0,0.92,1150328.95,False,False,False,False,False,False,2026-02,2114.58,High
